,Teams,Opponent xG av adj,Matches,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
1,Liverpool,107.00326785117153,38,35.95997458703938,107.09744560075686,53.23345183680378,115.23703703703703,157.73123199457717,114.75456171735239,88.91902313624676,3.6486172887255846,,110.2993846153846,,,,,,,,,,146.58306917769903,194.50515463917523,119.54207706929323,61.36807181889148,233.14361370716506,89.11318472438222,134.15714053085813,84.41610738255032,134.9855735397607,70.33590435788659,82.95212506106496,26.039548829240427,,83.83842872378243,56.28789856423643,132.5527692307692,114.03541772580917,187.29568748791334,145.50385604113106,94.50375670840786,144.94352568613652,56.27740492170022,41.30411193603654,180.69051291939834,76.6044228949858,93.22956374417619,73.55555555555554,93.69087523277466,174.36791277258564,153.4201795472287
2,Man City,107.65691857572759,38,79.77849336455893,15.649840028439385,240.3962334514264,29.84104389086595,118.53473104616687,73.4696261682243,134.37716916538778,229.81326868495742,8.58148148148148,24.487387844929742,,,,,,,,,,161.3285607755406,,72.73115362649914,35.862623120787966,74.1314215341309,,94.58966448129577,119.18816476503576,106.87924865831842,108.36430769230768,83.67547242576164,301.0854909623839,43.99785836664762,59.62146605722024,153.8249067859806,78.45925925925924,53.27403642524354,95.94146168401134,117.30161728249318,51.91853582554516,180.0071556350626,102.16128408431638,74.75932258589805,227.37153846153842,118.49164592961249,137.4644808743169,118.29842399593288,202.87096774193546,89.62156931738213,72.81199239675134
3,Chelsea,126.44294713085188,38,67.590620420127,114.33195608546805,39.275565964090546,206.15696104897796,266.3490620769677,68.18858869534304,216.26248487990318,64.66838046272493,,129.38014311270123,,,,,,,,,,37.733999999999995,170.0363602461309,85.19581280788177,102.23728560775538,128.40191319246142,,57.492127983748084,66.59254553155442,203.50370370370368,238.7283511269276,85.17352293888605,87.18395638629282,69.70566502463053,288.47548014171167,211.89092307692303,185.63237924865828,113.02160013824087,105.086118251928,37.70237865016438,163.20547458229646,193.69629629629628,35.95997458703938,104.81666666666665,98.04914421284528,90.57466650926689,174.09705259729682,77.61203239490935,141.1465651834504,101.46444888635064,178.21178225205068
4,Leicester,132.86991683528922,38,102.23728560775538,111.75035186488387,111.56729656768219,173.55435390639565,166.08836973082782,82.70199187777992,84.17584615384614,136.41620064395863,,173.26608602915036,,,,,,,,,,22.500894454382824,222.15241998438717,138.5751009915534,159.75964826575475,107.84117786187322,,113.02160013824087,169.17777777777775,193.9598130841121,69.25624735281659,217.3492310350786,156.64962814307634,218.25578406169663,181.6494925839188,195.75778175313056,81.60273729114823,138.35799999999998,109.77241145568546,103.27289656339933,136.21504544575515,66.61246105919003,201.05185185185184,191.54314720812178,17.314061838204147,144.94352568613652,85.35406413124532,114.92112623531604,137.03374469726182,121.22835856196782,92.16902784562774
5,Man Utd,133.89849039034004,38,112.23943460879495,143.45049248315186,199.45774511699864,184.1638629283489,84.37835420393559,120.784449002424,74.60260972716488,63.05977632086385,,113.96323011963405,,,,,,,,,,44.45951156812338,196.41030769230764,118.49164592961249,176.26454588457898,243.73587363621556,,79.68518518518518,152.1951363475386,92.05210772833722,185.25241239207716,117.68888888888887,81.2429055484964,207.91930323498042,68.69523076923076,251.16737054719053,157.11435608726248,124.87996422182466,194.03008098727338,86.32587697000507,220.46093604325935,133.78239656518343,86.86259001298546,145.17174925878862,154.37701032673098,109.76136167271468,100.56653340948027,123.4289719626168,134.99883968284664,86.02442598925255,118.99716177861872
6,Wolves,137.14941036805408,38,95.19772942289498,120.4043705279443,134.85185185185182,94.8187692307692,147.94793675279595,159.70035551041136,95.628801431127,38.69793026291254,,103.24088474166234,,,,,,,,,,70.33960345704116,243.4166080225193,123.96350507416079,130.19774414620215,138.81759880686053,,149.96789044976975,121.46978193146415,54.60588733587463,128.55225737646637,105.42297249439261,48.50128534704369,174.28532396565183,152.68859957776212,168.38874766988644,94.54691550025919,149.1606247589664,131.33842998321833,140.63059033989265,145.85965803284236,201.10948750529434,170.44953271028035,138.5751009915534,226.92268041237108,206.75497969444982,170.31468779564804,222.5338461538461,192.47037037037035,103.1752423564504,116.72901199314674
7,Sheffield Utd,146.6504841988353,38,198.85778816199374,58.05230769230768,206.5205596801827,113.04730368968778,50.18091516039732,115.23703703703703,153.79503870513722,209.1643549589858,238.40131300296483,246.38479427549188,,,,,,,,,,238.10811865729895,,134.28469750889678,127.82043632295355,195.80912782827306,,137.42030848329046,151.18300321652274,59.771038534646614,216.7852673828355,106.24091076019094,89.42765730536792,122.56143026605658,40.50161001788908,219.69769711163153,111.87547649301143,220.1815665201107,137.87964205816553,175.923821252639,53.940740740740736,160.83843096595817,135.2129676654816,100.60611446853892,112.10471018769918,228.33907692307687,148.89844236760123,120.48462630085146,116.72901199314674,107.02610713595048,213.4249487227298
8,Everton,152.79676554781372,38,235.70557523774005,151.5860007713073,147.38085867620748,179.21755414427616,259.59267912772583,111.75035186488387,179.58309537407192,132.5550351288056,,94.28674300554832,,,,,,,,,,178.49574266792808,140.69351230425053,133.08362959200946,181.2146586733707,131.9057945254177,,205.1050402371876,173.87938482806288,120.42992713099473,106.24091076019094,327.63532401524776,40.45555555555555,75.59150160826137,206.3504847129008,157.6712393566698,112.10471018769918,206.5205596801827,244.24492583918808,60.73489096573208,57.534834623504565,100.18064734790713,123.88906168999479,154.46666666666664,148.39083731178843,35.167952178943295,198.1803095282491,188.43445692883893,160.88139534883717,127.43441166014928,217.70083156062657
9,Southampton,170.32716640957693,38,141.88449672194366,173.55435390639565,153.46822572445348,120.99642058165546,100.62399999999998,236.15506793977224,106.19534305012441,165.02370069409173,,127.64558938329428,,,,,,,,,,327.63532401524776,233.6504233627095,93.37871198568871,131.17407407407404,194.51280840514693,,82.70199187777992,129.03663898387882,110.44360365505423,171.49806474313863,66.89131695996905,95.19772942289498,241.88461538461533,179.31311560393985,269.03388394747986,123.96350507416079,78.24920014219693,233.16251904520055,329.93061538461535,258.0961255967682,351.98286693318096,46.08451392281387,116.76596499526963,149.36928219563686,105.53980980794331,259.51523332047816,258.876062639821,191.83528215556683,121.01369377877462,196.14814814814812
10,Watford,174.13854373492995,38,215.06314542068728,215.94619904517072,115.19509244859165,146.5036001694197,148.51073380171738,223.86341059602648,120.49018691588783,137.3037037037037,,124.81025128497998,,,,,,,,,,152.02572036356602,72.75669932711602,222.29574944071584,148.13946788679883,186.73492307692302,,243.00966010733447,260.01319493314566,79.74118963266828,162.83194919394234,155.25617173524148,378.3586579251831,179.14973900074568,158.8768740408452,46.21581899052408,179.58309537407192,184.1638629283489,242.7333333333333,209.8788056206089,193.37038789025542,193.48965131456274,202.4783603096411,126.1195526417277,90.12082722683601,231.53589790672046,108.59624174707972,234.40576027107156,336.89130810437183,115.1370769230769,75.6683612946958
11,Brighton,176.07962491560036,38,180.21111111111108,219.7554002541296,274.2866043613707,218.8331803158281,230.89115806870495,160.7843481654957,151.01103653989557,107.74985722444315,,190.57575757575756,,,,,,,,,,104.45823155837809,232.2953007155289,283.7689934438873,83.83842872378243,178.22636944876444,,220.46093604325935,84.37835420393559,231.24169230769226,187.42052980132448,147.7557337311206,198.05260380014073,81.25009641342072,148.37710307484045,228.3743689952776,176.73506009818857,174.4675953252272,218.1934608794974,291.70454884414613,103.0983606557377,138.35799999999998,357.7642218246869,97.36664320900773,252.12523651844842,167.81321473951712,44.133333333333326,106.81830701432241,170.44953271028035,122.8023155348194,125.19872022751508
12,Burnley,176.32644990030965,38,165.19149296729367,88.37002341920373,179.21755414427616,250.9363711486247,334.717815794021,184.3285769379097,259.0518274995165,108.43103448275859,,132.80113845023868,,,,,,,,,,129.45337790288528,334.29457856840315,179.41767667350362,125.38816199376944,143.7303199593702,,238.2410141685309,218.1934608794974,222.37594607379373,160.88139534883717,188.52930648769572,228.33907692307687,35.17993660264777,63.928843710292234,202.4783603096411,154.74219610723463,117.97195900212724,224.6869889797369,94.54691550025919,243.75028924026216,182.21440397350992,155.33937749857222,140.2930769230769,155.25617173524148,147.28337236533955,192.90103372309775,149.96789044976975,184.33805569125548,240.61520230235308,143.02087227414327
13,Crystal Palace,177.56550878322705,38,88.51513019000703,175.12115290669269,186.6533929903057,212.63345259391767,130.8968779564806,171.5018560822387,112.78518518518517,187.08865541258407,,144.23774007085584,,,,,,,,,,197.85869178812652,322.9227249618708,106.54807285048707,197.37784615384612,150.37331276513686,,145.95965732087225,235.0002754315093,160.76502454714742,184.10421545667444,206.69454828660432,136.93001555209952,145.17174925878862,242.9913573970513,198.97653750444363,138.3744173037479,239.05555555555551,144.02856805571946,192.62665562913907,153.5435465448315,201.2224479431183,178.41544252662501,144.53723863832727,222.15241998438717,219.15746621071483,156.00791695988738,120.3797853309481,216.66800894854583,258.3025453143077,121.90984615384613
14,Spurs,182.1138273192688,38,150.8095146006575,287.3329525985151,254.3835239305379,139.47164381242592,174.72701845981726,91.91615384615383,168.56363285769376,96.72040781060998,,142.56942580164053,,,,,,,,,,409.4592592592592,182.28985507246375,145.02779091769156,286.88640429338096,169.75449871465293,,169.3758782201405,223.5691432634198,189.31590131035293,159.6739875389408,71.18696330991412,94.85188951025249,108.58491012298958,256.0250773489659,102.97777777777776,156.6387770320656,260.3315308595935,146.71073094867805,156.43675279598915,114.16953846153844,254.6484476449061,97.25257731958762,257.91187934248427,171.4291277258567,175.99143346659048,211.61980274608393,323.659387167767,150.49915290131298,270.7988431876606,96.75384615384614
15,West Ham,182.30017387113446,38,144.00572450805006,132.2519015659955,207.91930323498042,109.23516783762685,164.27407407407404,169.1450656501482,146.5152554399243,132.77269528501054,,185.36215600065134,,,,,,,,,,151.18300321652274,153.79641744548286,275.4360760240821,179.57023503488796,222.7420776139637,118.04403258174948,268.47672758423755,171.25430769230766,167.35094485152328,73.8778668655603,196.64348943460874,249.32218139624828,,84.24517133956385,178.86439817166072,214.0369646637355,174.77708136234625,210.2234342012667,261.12222222222215,225.08280389665396,195.24276899344383,290.2615384615384,221.34944884935214,246.25955621853436,118.18255033557045,120.3797853309481,132.5550351288056,320.8217205830074,177.9805117776648,136.84291222915897
16,Arsenal,186.9073942233973,38,340.9429434767152,105.75420393559926,247.96670995159954,227.9264602392681,105.05611079383208,100.36183032079464,60.14071038251365,120.49018691588783,161.99423826470087,166.2901211898641,,,,,,,,,,192.35406946604456,,232.20923076923071,142.50804743752644,170.40370370370368,,237.99432355723744,200.09352101812567,134.99883968284664,136.00372856077553,130.8968779564806,215.770277829573,107.39676923076921,95.84777818582444,144.53723863832727,297.3446873411286,231.9713114754098,261.55186915887845,195.74557395773837,353.31460674157296,231.07909495262038,126.1195526417277,100.84915159425694,151.94899328859057,204.7581395348837,320.8217205830074,178.13669950738915,268.75433833077557,278.2851851851851,123.86213468869123
17,Bournemouth,199.78163137721515,38,189.6375384615384,231.18442367601241,64.09098420859344,184.97058823529406,130.55981703026038,241.0548844146159,193.11838204150783,107.53053248656568,,91.21543221813963,,,,,,,,,,141.05890685869434,196.3453169347209,247.63703703703698,356.5302738141148,273.3858676207513,,320.79122182680896,223.379781420765,245.92605758976177,210.82875410402622,190.7695305880359,259.7792449636025,45.359259259259254,263.2812204351939,218.27009798134807,136.21504544575515,223.50070372976774,192.53085816642238,366.2590004235493,117.24459358687545,90.54550302168502,111.6898907103825,199.09310986964616,335.80456194919645,258.61308411214947,202.21553846153842,162.5227013135351,183.0346125596768,279.011091234347,106.71654454300037
18,Newcastle,201.45762410228812,38,121.01369377877462,130.02169123877306,190.3075299085151,311.8789548524706,194.00514138817476,242.34439260411264,175.89968301323884,155.25617173524148,,124.90686463555723,,,,,,,,,,123.4289719626168,118.91481481481479,280.94353123187,215.06314542068728,316.65925058548004,,154.80615384615382,178.49574266792808,161.80784888454647,210.11222158766415,309.61230769230764,210.1023117076808,250.5383871591568,154.46666666666664,202.77616822429903,242.5376012340917,191.69555637164888,272.26082289803213,231.01491702405366,277.1202695697252,168.9765510503175,192.62665562913907,113.49276659209544,167.91019417475727,220.61057447890184,236.08806516349895,174.38393174546744,182.5624560168895,292.1120218579235,158.6356864736753
19,Aston Villa,214.91011580310195,38,74.98548470710212,97.94955137971897,108.36430769230768,182.43086443627925,165.08038777032064,88.34742061149804,88.07262660804427,167.81321473951712,159.9024361400189,86.10084843810256,,,,,,,,,,184.97058823529406,,249.79672897196258,398.31808585503165,211.07961961588663,,160.96978314966225,191.83528215556683,180.14763128901942,251.31481481481475,334.2358691788126,251.60909445745506,231.18442367601241,206.15696104897796,402.2661336379211,264.7686849574267,207.2884414615958,182.4635747564591,232.47077023286104,258.3605241411875,251.16737054719053,253.64887307236057,428.3491412958626,212.08518518518517,278.94328762485185,165.18541558665973,305.2676464900406,126.74753846153844,180.5903412269252,346.3154468684025
20,Norwich,223.71575047139,38,274.8406169665809,381.2629629629629,210.47622989593185,274.9467772593744,160.96978314966225,107.64090832062361,180.99373624513288,174.15692307692305,,284.08255451713393,,,,,,,,,,203.73158503663706,178.68517989720155,236.5671714704445,187.83107071184034,215.75984752223633,,240.09729064039405,150.1010628379638,216.66800894854583,242.0249468187971,211.32987332864178,154.13112701252234,252.95277642077832,179.58309537407192,138.24643270343228,220.40887850467286,372.6341628576265,242.8521538461538,145.31994312122288,287.75292323335026,266.379716629381,171.20902479955248,301.5119856887298,277.2949139431444,275.83333333333326,220.56536907822252,304.28892344911003,213.45115894039733,179.79987293519693,164.8161964348955
